id,url,domain,main_domain,creation_date,updated_date,control_over_dns,domain_indexed,known_hosting,is_archived,control_over_ssl,num_archives,between_archives_similarity,phish_archives_similarity,between_archives_distance,phish_archives_distance,is_on_root,is_subdomain,verified_category
662532c0a9efe18f4d85c7e9,https://uspo.usspht.top/index,uspo.usspht.top,usspht.top,2024-01-23T23:05:34Z,2024-01-23T23:10:51Z,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
662532c0a9efe18f4d85c7eb,https://uspo.ussphe.top/pg,uspo.ussphe.top,ussphe.top,2024-01-23T23:05:26Z,2024-01-23T23:10:46Z,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
662532c0a9efe18f4d85c7ed,https://uspz.uspsen.top/pg,uspz.uspsen.top,uspsen.top,2024-02-03T20:42:20Z,2024-02-03T20:44:18Z,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6625365ba9efe18f4d85c804,https://webmailatt-home-102474onboarding.weeblysite.com/,webmailatt-home-102474onboarding.weeblysite.com,weeblysite.com,2012-12-19T04:07:22Z,2023-12-19T08:45:56Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,2,-2,4,254,FALSE,TRUE,shared_domain
6625365ba9efe18f4d85c806,https://dolmkinhgsdf.weebly.com/,dolmkinhgsdf.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,96,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c80d,https://att-100538-108881.square.site/,att-100538-108881.square.site,square.site,2019-02-05T14:02:28.0Z,2024-02-06T15:03:20.0Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,54,197,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c80e,https://community-support-help-contacto-a0w.pages.dev/29603945.html,community-support-help-contacto-a0w.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c80f,https://community-support-help-contacto-a0w.pages.dev/29603945,community-support-help-contacto-a0w.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c810,https://community-support-help-contacti-aq9.pages.dev/29603945.html,community-support-help-contacti-aq9.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c811,https://community-support-help-contacti-aq9.pages.dev/29603945,community-support-help-contacti-aq9.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c812,https://kys36ervmrnw.services-for-managed-servers.cfd/review-case/?id=2104vhhg4r,kys36ervmrnw.services-for-managed-servers.cfd,services-for-managed-servers.cfd,2024-04-21T01:56:02.0Z,2024-04-21T02:10:57.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
662539f0a9efe18f4d85c813,https://qmo2nbdhhn4g.services-for-internet-hosting.cfd/review-case/?id=2104HNbucu,qmo2nbdhhn4g.services-for-internet-hosting.cfd,services-for-internet-hosting.cfd,expired,,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
662539f0a9efe18f4d85c81a,https://community-support-help-contactu-beu.pages.dev/29603945.html,community-support-help-contactu-beu.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c81b,https://case-no-answer-limitationq.pages.dev/29603945.html,case-no-answer-limitationq.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c81c,https://community-support-help-contactu-beu.pages.dev/29603945,community-support-help-contactu-beu.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c81d,https://case-no-answer-limitationq.pages.dev/29603945,case-no-answer-limitationq.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c81f,https://scintillating-treacle-38357d.netlify.app/appeal/,scintillating-treacle-38357d.netlify.app,netlify.app,2018-05-08T22:48:05Z,2024-04-11T16:00:14Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,49,554,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c820,https://wf4pjaagqqu8.providers-of-managed-hosting.cfd/review-case/?id=2104HNfghy,wf4pjaagqqu8.providers-of-managed-hosting.cfd,providers-of-managed-hosting.cfd,expired,,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
662539f0a9efe18f4d85c824,https://manee-sha.github.io/facebook.in,manee-sha.github.io,github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,378,176,FALSE,TRUE,shared_domain
662539f0a9efe18f4d85c826,https://help-cent.github.io/appeal-remove-page-restriction/,help-cent.github.io,github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,378,167,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c82c,https://helpddesk.webflow.io/,helpddesk.webflow.io,webflow.io,2013-05-08T02:20:57Z,2024-02-20T21:07:57Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,77,157,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c82d,https://dttyyhgfgh.weebly.com/,dttyyhgfgh.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,97,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c82e,https://cloudflare-ipfs.com/ipfs/bafybeif2vozz2zq4dvl2xtoom4nthzzr6it3ruv5xohlqu3kclz7o6gqbi/gewbyui10.html/#noc@cloudflare.com,cloudflare-ipfs.com,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,TRUE,TRUE,FALSE,TRUE,TRUE,2,-2,-2,4432,464,FALSE,FALSE,shared_domain
66253ecea9efe18f4d85c82f,https://ecnmail.webflow.io/,ecnmail.webflow.io,webflow.io,2013-05-08T02:20:57Z,2024-02-20T21:07:57Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,77,157,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c830,https://irreuhiuyerhh.weebly.com/,irreuhiuyerhh.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,101,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c831,https://rwyimne66.wixsite.com/my-site,rwyimne66.wixsite.com,wixsite.com,2012-05-08T23:35:02Z,2023-05-09T12:27:01Z,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,430,232,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c832,https://att-109169.square.site/,att-109169.square.site,square.site,2019-02-05T14:02:28.0Z,2024-02-06T15:03:20.0Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,54,197,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c833,https://instagramblog-flow-2133f301e2065bf76484.webflow.io/,instagramblog-flow-2133f301e2065bf76484.webflow.io,webflow.io,2013-05-08T02:20:57Z,2024-02-20T21:07:57Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,77,153,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c834,https://sportybetbalanceadderbigrewardwebsite20232024.weebly.com/,sportybetbalanceadderbigrewardwebsite20232024.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,133,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c835,https://onetpoczta21.wixsite.com/my-site,onetpoczta21.wixsite.com,wixsite.com,2012-05-08T23:35:02Z,2023-05-09T12:27:01Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,430,223,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c836,https://ghuyetagsu.hubside.fr/,ghuyetagsu.hubside.fr,hubside.fr,2017-07-21T16:04:40,2023-08-31T22:04:47,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,336,73,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c837,https://servicecourrier9.wixsite.com/my-site-1/,servicecourrier9.wixsite.com,wixsite.com,2012-05-08T23:35:02Z,2023-05-09T12:27:01Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,430,226,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c838,https://cemopayupgrade.godaddysites.com/,cemopayupgrade.godaddysites.com,godaddysites.com,2013-11-18T17:08:35Z,2023-10-26T20:31:59Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,169,197,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c839,https://servicetechnique172.wixsite.com/my-site-1,servicetechnique172.wixsite.com,wixsite.com,2012-05-08T23:35:02Z,2023-05-09T12:27:01Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,430,205,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c83a,https://zimbrafree8.godaddysites.com/,zimbrafree8.godaddysites.com,godaddysites.com,2013-11-18T17:08:35Z,2023-10-26T20:31:59Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,169,235,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c83b,https://moneylionsweepstake.godaddysites.com/,moneylionsweepstake.godaddysites.com,godaddysites.com,2013-11-18T17:08:35Z,2023-10-26T20:31:59Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,169,211,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c83c,https://048stroninternetowych.weebly.com/,048stroninternetowych.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,95,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c83d,https://altafriber.webflow.io/,altafriber.webflow.io,webflow.io,2013-05-08T02:20:57Z,2024-02-20T21:07:57Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,77,158,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c83e,https://menshrufigkam.weebly.com/,menshrufigkam.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,96,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c83f,https://cloudflare-ipfs.com/ipfs/bafkreidkf4bdlmerc4u3to6yhyhy5tuaxukpcxazandlpwrbxfhdhpfila?pagefem345.html#noc@cloudflare.com,cloudflare-ipfs.com,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,TRUE,TRUE,FALSE,TRUE,TRUE,2,-2,-2,4432,450,FALSE,FALSE,shared_domain
66253ecea9efe18f4d85c840,https://dolmkinhgsdf.weebly.com/,dolmkinhgsdf.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,96,FALSE,TRUE,shared_domain
66253ecea9efe18f4d85c844,https://mnbdyerskssdfm.weebly.com/,mnbdyerskssdfm.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,96,FALSE,TRUE,shared_domain
66253ecfa9efe18f4d85c848,https://0b2d6ff33b.nxcli.io/ramndie/?token,0b2d6ff33b.nxcli.io,nxcli.io,2017-12-05T19:38:55Z,2023-07-25T01:05:56Z,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,shared_domain
66253ecfa9efe18f4d85c849,https://9faf020c97.nxcli.io/newshippingsitekommensiealleholtihresahcnehierbeimirichbedankemichfurallesliebegrussetantejasmina/aallesugteichwerdeallesnehmenvielendankfurdiebemuhungeswaralleswertichliebeeuch/?p=FMveW,www.amazon.com,amazon.com,1994-11-01T05:00:00Z,2023-05-16T19:03:14Z,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,-1,-1,4941,FALSE,TRUE,shared_domain
66254118a9efe18f4d85c84b,https://slmendyrusdg.weebly.com/,slmendyrusdg.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,96,FALSE,TRUE,shared_domain
66254118a9efe18f4d85c84c,https://next-acts-salzdraw.pages.dev/help/contact/260864553328130,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
66254118a9efe18f4d85c84e,https://community-support-help-contacta-clg.pages.dev/29603945.html,community-support-help-contacta-clg.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
66254118a9efe18f4d85c84f,https://community-support-help-contacta-clg.pages.dev/29603945,community-support-help-contacta-clg.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
66254118a9efe18f4d85c851,https://suo1a36ba52b.services-for-managed-servers.cfd/review-case/?id=2104HNbucu,suo1a36ba52b.services-for-managed-servers.cfd,services-for-managed-servers.cfd,2024-04-21T01:56:02.0Z,2024-04-21T02:10:57.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66254118a9efe18f4d85c852,https://whats-app-gw1.com/,whats-app-gw1.com,whats-app-gw1.com,2024-04-21T08:10:08Z,2024-04-21T08:10:08Z,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,-2,-2,TRUE,FALSE,attackers_domain
66254118a9efe18f4d85c855,https://next-acts-salzdraw.pages.dev/,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,44,FALSE,TRUE,shared_domain
66254118a9efe18f4d85c856,https://community-support-help-contacts-2xh.pages.dev/29603945.html,community-support-help-contacts-2xh.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
66254118a9efe18f4d85c857,https://community-support-help-contacts-2xh.pages.dev/29603945,community-support-help-contacts-2xh.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
66254118a9efe18f4d85c858,https://009klcfab9fc.services-for-internet-hosting.cfd/review-case/?id=2104vhtpo9,009klcfab9fc.services-for-internet-hosting.cfd,services-for-internet-hosting.cfd,expired,,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66254118a9efe18f4d85c85a,https://02appo9yjcci.strategies-for-cloud-deployment.cfd/review-case/?id=2104cb9q41,02appo9yjcci.strategies-for-cloud-deployment.cfd,strategies-for-cloud-deployment.cfd,expired,,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66254118a9efe18f4d85c85c,https://nqjhp00ij7kg.providers-of-managed-hosting.cfd/review-case/?id=2104HNbucu,nqjhp00ij7kg.providers-of-managed-hosting.cfd,providers-of-managed-hosting.cfd,expired,,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
662544afa9efe18f4d85c863,https://attsystemmmin.weebly.com/,attsystemmmin.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,106,FALSE,TRUE,shared_domain
66254859a9efe18f4d85c868,https://apply-account-halpline-a234.replit.app/,apply-account-halpline-a234.replit.app,replit.app,2021-04-16T20:44:58Z,2024-02-11T19:54:10Z,TRUE,TRUE,FALSE,TRUE,FALSE,2,2,-2,0,40,FALSE,TRUE,shared_domain
66254859a9efe18f4d85c869,https://this-video-againts-facebook.glitch.me/,this-video-againts-facebook.glitch.me,glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,42,43,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c86a,https://community-support-help-contacta-b2a.pages.dev/29603945.html,community-support-help-contacta-b2a.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c86b,https://community-support-help-contacta-b2a.pages.dev/29603945,community-support-help-contacta-b2a.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c86c,https://verify-yourpage-account.netlify.app/,verify-yourpage-account.netlify.app,netlify.app,2018-05-08T22:48:05Z,2024-04-11T16:00:14Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,49,49,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c86d,https://copright-vedio-appel.netlify.app/,copright-vedio-appel.netlify.app,netlify.app,2018-05-08T22:48:05Z,2024-04-11T16:00:14Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,49,49,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c86e,https://remove-violation-request-help-center.glitch.me/index.html,remove-violation-request-help-center.glitch.me,glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,42,44,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c870,https://community-support-help-contactp-34q.pages.dev/29603945.html,community-support-help-contactp-34q.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c871,https://community-support-help-contactp-34q.pages.dev/29603945,community-support-help-contactp-34q.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c872,https://help.meta-police0388.me/help/contact/224916770999292,help.meta-police0388.me,meta-police0388.me,expired,,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6625485aa9efe18f4d85c874,https://manee-sha.github.io/facebook.in/index.html,manee-sha.github.io,github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,378,176,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c875,https://violation--form--64.glitch.me/,violation--form--64.glitch.me,glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,42,44,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c876,https://remove-violation-request-help-center.glitch.me/,remove-violation-request-help-center.glitch.me,glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,42,44,FALSE,TRUE,shared_domain
6625485aa9efe18f4d85c878,https://businesstik-tok.shop/l/99eb9d18a44784045d,businesstik-tok.shop,businesstik-tok.shop,2024-03-29T14:54:06.0Z,2024-03-29T14:54:22.0Z,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,FALSE,attackers_domain
6625485aa9efe18f4d85c879,https://businesstik-tok.net/,businesstik-tok.net,businesstik-tok.net,2024-03-29T14:46:50Z,2024-03-29T14:46:50Z,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,-2,-2,TRUE,FALSE,attackers_domain
66254d37a9efe18f4d85c881,https://attsystemmmin.weebly.com/,attsystemmmin.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,106,FALSE,TRUE,shared_domain
66254d37a9efe18f4d85c882,https://slmendyrusdg.weebly.com/,slmendyrusdg.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,96,FALSE,TRUE,shared_domain
66254d37a9efe18f4d85c883,https://bttelecomms-100591.weeblysite.com/,bttelecomms-100591.weeblysite.com,weeblysite.com,2012-12-19T04:07:22Z,2023-12-19T08:45:56Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,2,-2,4,203,FALSE,TRUE,shared_domain
66254d37a9efe18f4d85c884,https://kjhotdgiukj6.weeblysite.com/,kjhotdgiukj6.weeblysite.com,weeblysite.com,2012-12-19T04:07:22Z,2023-12-19T08:45:56Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,2,-2,4,309,FALSE,TRUE,shared_domain
66254f7ca9efe18f4d85c889,https://apply-account-halpline-a234.replit.app/index.php,apply-account-halpline-a234.replit.app,replit.app,2021-04-16T20:44:58Z,2024-02-11T19:54:10Z,TRUE,TRUE,FALSE,TRUE,FALSE,2,2,-2,0,40,FALSE,TRUE,shared_domain
66254f7ca9efe18f4d85c88a,https://beamish-yeot-8c7c20.netlify.app/id.html/,beamish-yeot-8c7c20.netlify.app,netlify.app,2018-05-08T22:48:05Z,2024-04-11T16:00:14Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,49,554,FALSE,TRUE,shared_domain
66254f7ca9efe18f4d85c88b,https://next-acts-salzdraw.pages.dev/help/contact/831145126548180,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
66254f7ca9efe18f4d85c88c,https://next-acts-salzdraw.pages.dev/help/contact/592607413881196,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
66254f7ca9efe18f4d85c88d,https://next-acts-salzdraw.pages.dev/help/contact/448730592409008,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
66254f7ca9efe18f4d85c88e,https://next-acts-salzdraw.pages.dev/help/contact/112650825866888,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
66254f7ca9efe18f4d85c88f,https://next-acts-salzdraw.pages.dev/help/contact/65783465510989,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
66254f7ca9efe18f4d85c890,https://next-acts-salzdraw.pages.dev/help/contact/91254721579624,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
662556b4a9efe18f4d85c894,https://mariyamirfan.github.io/facebook-project,mariyamirfan.github.io,github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,378,173,FALSE,TRUE,shared_domain
662556b4a9efe18f4d85c895,https://ko1srlexhzws.offering-cloud-services.cfd/review-case/?id=2104HNbucu,ko1srlexhzws.offering-cloud-services.cfd,offering-cloud-services.cfd,2024-04-21T01:55:59.0Z,2024-04-21T02:10:54.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
662556b4a9efe18f4d85c897,https://next-acts-salzdraw.pages.dev/help/contact/329763339394858,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
662556b4a9efe18f4d85c898,https://next-acts-salzdraw.pages.dev/help/contact/110358777328993,next-acts-salzdraw.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
662556b4a9efe18f4d85c899,https://jomnmvimue81.offering-cloud-services.cfd/review-case/?id=2104HNbucu,jomnmvimue81.offering-cloud-services.cfd,offering-cloud-services.cfd,2024-04-21T01:55:59.0Z,2024-04-21T02:10:54.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
662556b4a9efe18f4d85c89a,https://community-support-help-contactp-67r.pages.dev/29603945.html,community-support-help-contactp-67r.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662556b4a9efe18f4d85c89b,https://community-support-help-contactp-67r.pages.dev/29603945,community-support-help-contactp-67r.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
662556b4a9efe18f4d85c89c,https://issu-apeal-su.github.io/r/request.html,issu-apeal-su.github.io,github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,378,184,FALSE,TRUE,shared_domain
662556b4a9efe18f4d85c89d,https://help.meta-police0388.me/help/contact/215690749048729,help.meta-police0388.me,meta-police0388.me,expired,,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
